time	V(vin)	V(vout)
1.149198814292748e-007	2.995862e+000	1.693373e+000
1.158006854005134e-007	2.887793e+000	1.399772e+000
1.175622933429907e-007	2.588924e+000	8.125689e-001
1.200000000000002e-007	2.127321e+000	0.000000e+000
1.207313119971030e-007	1.993333e+000	2.437707e-001
1.217063946599068e-007	1.861397e+000	5.687982e-001
1.236565599855143e-007	1.724049e+000	1.218853e+000
1.265573481114940e-007	1.747666e+000	2.185783e+000
1.298507682992864e-007	2.003877e+000	3.283589e+000
1.312273883137862e-007	2.182155e+000	3.742463e+000
1.322467599710006e-007	2.347210e+000	4.082253e+000
1.337805002294253e-007	2.628888e+000	4.593500e+000
1.350000000000002e-007	2.877926e+000	5.000000e+000
1.355603587174096e-007	2.985678e+000	4.813214e+000
1.362007686801631e-007	3.085271e+000	4.599744e+000
1.374815886056701e-007	3.217288e+000	4.172804e+000
1.400432284566843e-007	3.283692e+000	3.318924e+000
1.439627646077209e-007	3.090633e+000	2.012412e+000
1.457293036194696e-007	2.898091e+000	1.423566e+000
1.464669219765028e-007	2.785854e+000	1.177693e+000
1.479421586905691e-007	2.524006e+000	6.859471e-001
1.500000000000002e-007	2.126026e+000	0.000000e+000
1.506173523928296e-007	2.010274e+000	2.057841e-001
1.514404889166020e-007	1.889964e+000	4.801630e-001
1.530867619641469e-007	1.754998e+000	1.028921e+000
1.563793080592366e-007	1.741933e+000	2.126436e+000
1.593612167821952e-007	1.944146e+000	3.120406e+000
1.609784037928033e-007	2.142765e+000	3.659468e+000
1.617656259787842e-007	2.267007e+000	3.921875e+000
1.633400703507460e-007	2.551928e+000	4.446690e+000
1.650000000000003e-007	2.876821e+000	5.000000e+000
1.654979788947766e-007	2.972388e+000	4.834007e+000
1.661619507544783e-007	3.077159e+000	4.612683e+000
1.674898944738817e-007	3.214443e+000	4.170035e+000
1.701457819126886e-007	3.279144e+000	3.284739e+000
1.741229999597059e-007	3.075965e+000	1.959000e+000
1.757398413563757e-007	2.894976e+000	1.420053e+000
1.767663172066608e-007	2.736400e+000	1.077894e+000
1.779470482994301e-007	2.525361e+000	6.843172e-001
1.800000000000003e-007	2.125936e+000	0.000000e+000
1.806158855101713e-007	2.010429e+000	2.052952e-001
1.814370661903994e-007	1.890294e+000	4.790221e-001
1.830794275508555e-007	1.755238e+000	1.026476e+000
1.863641502717678e-007	1.741226e+000	2.121383e+000
1.893488875936257e-007	1.943035e+000	3.116296e+000
1.909850965736181e-007	2.143501e+000	3.661699e+000
1.917275820400155e-007	2.260168e+000	3.909194e+000
1.932125529728103e-007	2.527998e+000	4.404184e+000
1.950000000000004e-007	2.876762e+000	5.000000e+000
1.955362341081574e-007	2.978865e+000	4.821255e+000
1.962512129190334e-007	3.088932e+000	4.582929e+000
1.976811705407854e-007	3.226630e+000	4.106277e+000
2.005410857842895e-007	3.263490e+000	3.152972e+000
2.049397304392900e-007	2.994073e+000	1.686756e+000
2.058834307705540e-007	2.877438e+000	1.372190e+000
2.077708314330820e-007	2.554276e+000	7.430562e-001
2.100000000000004e-007	2.129083e+000	0.000000e+000
2.106687505700758e-007	2.004833e+000	2.229169e-001
2.115604179968432e-007	1.878720e+000	5.201393e-001
2.133437528503779e-007	1.738394e+000	1.114584e+000
2.162388736002117e-007	1.735439e+000	2.079624e+000
2.194798919289909e-007	1.965681e+000	3.159964e+000
2.212605802156960e-007	2.183155e+000	3.753527e+000
2.217947098483785e-007	2.269098e+000	3.931570e+000
2.225068826919551e-007	2.393529e+000	4.168961e+000
2.235756543128472e-007	2.594356e+000	4.525218e+000
2.250000000000004e-007	2.878111e+000	5.000000e+000
2.254273037061463e-007	2.961263e+000	4.857565e+000
2.259970419810076e-007	3.055221e+000	4.667653e+000
2.271365185307301e-007	3.188313e+000	4.287827e+000
2.294154716301752e-007	3.285144e+000	3.528176e+000
2.332222917389367e-007	3.144763e+000	2.259236e+000
2.358107022331953e-007	2.845140e+000	1.396433e+000
2.400000000000004e-007	2.132416e+000	0.000000e+000
2.404189297766809e-007	2.055235e+000	1.396433e-001
2.412567893300419e-007	1.926017e+000	4.189298e-001
2.429325084367640e-007	1.763748e+000	9.775028e-001
2.454269057474717e-007	1.716297e+000	1.808969e+000
2.488995309576301e-007	1.924237e+000	2.966510e+000
2.516286363684908e-007	2.279626e+000	3.876212e+000
2.550000000000005e-007	2.874817e+000	5.000000e+000
2.553371363631515e-007	2.938527e+000	4.887621e+000
2.560114090894534e-007	3.049263e+000	4.662864e+000
2.573599545420572e-007	3.197177e+000	4.213348e+000
2.600570454472649e-007	3.274887e+000	3.314318e+000
2.640457698424057e-007	3.080476e+000	1.984743e+000
2.657671463495300e-007	2.891181e+000	1.410951e+000
2.665572469857521e-007	2.769631e+000	1.147584e+000
2.681374482581963e-007	2.487256e+000	6.208506e-001
2.700000000000004e-007	2.125182e+000	7.105427e-015
2.705587655225417e-007	2.019180e+000	1.862552e-001
2.713037862192634e-007	1.906035e+000	4.345954e-001
2.727938276127067e-007	1.768439e+000	9.312758e-001
2.757739103995934e-007	1.720179e+000	1.924637e+000
2.788804406982096e-007	1.905183e+000	2.960147e+000
2.812431076342718e-007	2.214404e+000	3.747703e+000
2.850000000000005e-007	2.871859e+000	5.000000e+000
2.853756892365734e-007	2.941995e+000	4.874770e+000
2.861270677097192e-007	3.061786e+000	4.624311e+000
2.876298246560106e-007	3.212058e+000	4.123392e+000
2.906353385485936e-007	3.255601e+000	3.121554e+000
2.949098536192899e-007	2.996665e+000	1.696715e+000
2.958056083208227e-007	2.886743e+000	1.398131e+000
2.975971177238884e-007	2.582602e+000	8.009608e-001
3.000000000000000e-007	2.127231e+000	1.660894e-013
