time	V(n001)	V(n003)	V(n003)-V(n002)
1.092485871972829e-003	-1.204820e-004	-2.760290e-002	-2.507278e-002
1.093549077572514e-003	-2.304630e-004	-2.352940e-002	-1.868967e-002
1.094720952572514e-003	-3.119193e-004	-1.711649e-002	-1.056618e-002
1.095892827572514e-003	-3.480409e-004	-9.401814e-003	-2.092956e-003
1.096789710703099e-003	-3.433184e-004	-3.209728e-003	3.999959e-003
1.097625845376003e-003	-3.140113e-004	2.291093e-003	8.885330e-003
1.098467231749655e-003	-2.654248e-004	7.108810e-003	1.268273e-002
1.099506632499677e-003	-1.882033e-004	1.169841e-002	1.565068e-002
1.100678507499677e-003	-9.067904e-005	1.508245e-002	1.698671e-002
1.101494855134040e-003	-2.151690e-005	1.616524e-002	1.661709e-002
1.102186850832672e-003	3.407245e-005	1.612437e-002	1.540885e-002
1.102841321862149e-003	7.994701e-005	1.528903e-002	1.361014e-002
1.103971932950678e-003	1.418697e-004	1.260008e-002	9.620817e-003
1.105143807950678e-003	1.824411e-004	8.788373e-003	4.957109e-003
1.106315682950679e-003	1.972142e-004	4.343539e-003	2.020407e-004
1.107165297202001e-003	1.911036e-004	1.046530e-003	-2.966644e-003
1.108002346202174e-003	1.717025e-004	-1.990855e-003	-5.596607e-003
1.108842243148987e-003	1.421747e-004	-4.574359e-003	-7.560027e-003
1.109989435839680e-003	9.217765e-005	-7.184687e-003	-9.120418e-003
1.111161310839680e-003	3.649118e-005	-8.816993e-003	-9.583308e-003
1.111871182650127e-003	2.962207e-006	-9.165659e-003	-9.227865e-003
1.112647701223950e-003	-3.086414e-005	-8.936740e-003	-8.288593e-003
1.113426430732195e-003	-5.936770e-005	-8.184616e-003	-6.937895e-003
1.114598305732195e-003	-9.066590e-005	-6.352512e-003	-4.448528e-003
1.115770180732195e-003	-1.081388e-004	-4.029326e-003	-1.758412e-003
1.116810168168822e-003	-1.110216e-004	-1.752894e-003	5.785608e-004
1.117653240357032e-003	-1.045543e-004	6.647732e-005	2.262117e-003
1.118506459090699e-003	-9.108651e-005	1.734739e-003	3.647556e-003
1.119365121053438e-003	-7.234902e-005	3.104737e-003	4.624066e-003
1.120536996053438e-003	-4.225134e-005	4.432723e-003	5.320001e-003
1.121518896930323e-003	-1.560681e-005	5.076711e-003	5.404454e-003
1.122122909070577e-003	3.645794e-007	5.182639e-003	5.174983e-003
1.122952628550201e-003	2.032928e-005	4.987829e-003	4.560915e-003
1.123774125046569e-003	3.669154e-005	4.495394e-003	3.724872e-003
1.124946000046569e-003	5.317644e-005	3.406911e-003	2.290206e-003
1.126117875046569e-003	6.180746e-005	2.063522e-003	7.655653e-004
1.127107109523695e-003	6.242817e-005	8.361076e-004	-4.748840e-004
1.127947998682462e-003	5.815628e-005	-1.792046e-004	-1.400486e-003
1.128797132486474e-003	5.009963e-005	-1.094545e-003	-2.146637e-003
1.129721473293465e-003	3.831941e-005	-1.891735e-003	-2.696442e-003
1.130893348293465e-003	2.107946e-005	-2.589940e-003	-3.032609e-003
1.131813218898736e-003	6.969743e-006	-2.887968e-003	-3.034333e-003
1.132418073236340e-003	-1.998806e-006	-2.927194e-003	-2.885219e-003
1.133149926880448e-003	-1.178744e-005	-2.811739e-003	-2.564203e-003
1.134055442396752e-003	-2.172639e-005	-2.487025e-003	-2.030771e-003
1.135227317396752e-003	-3.066220e-005	-1.858293e-003	-1.214386e-003
1.136399192396752e-003	-3.510126e-005	-1.089909e-003	-3.527828e-004
1.137355977102355e-003	-3.512973e-005	-4.188314e-004	3.188930e-004
1.138195594167092e-003	-3.250674e-005	1.497830e-004	8.324246e-004
1.139042325060507e-003	-2.780816e-005	6.570190e-004	1.240990e-003
1.140008331706876e-003	-2.072530e-005	1.114035e-003	1.549266e-003
1.141180206706876e-003	-1.091891e-005	1.489984e-003	1.719282e-003
1.142059978207011e-003	-3.309174e-006	1.635551e-003	1.705044e-003
1.142696042697223e-003	1.983550e-006	1.650329e-003	1.608674e-003
1.143345427601332e-003	6.815447e-006	1.585098e-003	1.441973e-003
1.144342273132536e-003	1.283830e-005	1.372738e-003	1.103134e-003
1.145514148132536e-003	1.766447e-005	1.009932e-003	6.389780e-004
1.146686023132536e-003	1.991515e-005	5.707507e-004	1.525325e-004
1.147607953462343e-003	1.975640e-005	2.055052e-004	-2.093792e-004
1.148446330160349e-003	1.815389e-005	-1.126681e-004	-4.938998e-004
1.149290684747885e-003	1.541661e-005	-3.933862e-004	-7.171349e-004
1.150300179229275e-003	1.116157e-005	-6.547288e-004	-8.891219e-004
1.151472054229275e-003	5.587698e-006	-8.561555e-004	-9.734971e-004
1.152312925276055e-003	1.491091e-006	-9.260008e-004	-9.573137e-004
1.152982156695238e-003	-1.624326e-006	-9.288053e-004	-8.946945e-004
1.153589949545043e-003	-4.122895e-006	-8.891667e-004	-8.025859e-004
1.154684931062029e-003	-7.712629e-006	-7.483991e-004	-5.864339e-004
1.155856806062029e-003	-1.024282e-005	-5.367164e-004	-3.216172e-004
1.157028681062030e-003	-1.130109e-005	-2.847834e-004	-4.746056e-005
1.157896847059775e-003	-1.108225e-005	-9.074415e-005	1.419831e-004
1.158733270541261e-003	-1.007969e-005	8.633671e-005	2.980101e-004
1.159574096809553e-003	-8.468444e-006	2.400700e-004	4.179073e-004
1.160647998109213e-003	-5.851222e-006	3.896600e-004	5.125357e-004
1.161819873109213e-003	-2.678910e-006	4.943966e-004	5.506537e-004
1.162605779743979e-003	-5.288572e-007	5.245346e-004	5.356406e-004
1.163324374742726e-003	1.318715e-006	5.196669e-004	4.919739e-004
1.164025115033462e-003	2.868926e-006	4.872170e-004	4.269695e-004
1.165196990033462e-003	4.845698e-006	3.913615e-004	2.896018e-004
1.166368865033462e-003	6.032367e-006	2.638841e-004	1.372044e-004
1.167540740033462e-003	6.374509e-006	1.184144e-004	-1.545029e-005
1.168399265115707e-003	6.077691e-006	1.154158e-005	-1.160899e-004
1.169289579085400e-003	5.319675e-006	-9.003942e-005	-2.017526e-004
1.170137104207489e-003	4.287760e-006	-1.697563e-004	-2.597992e-004
1.171308979207489e-003	2.578998e-006	-2.490278e-004	-3.031867e-004
1.172321994257799e-003	1.005129e-006	-2.895721e-004	-3.106798e-004
1.173815405930444e-003	-1.152639e-006	-2.864146e-004	-2.622092e-004
1.174617136771283e-003	-2.075376e-006	-2.593487e-004	-2.157658e-004
1.175789011771283e-003	-3.032240e-006	-1.973357e-004	-1.336586e-004
1.176960886771283e-003	-3.539936e-006	-1.205504e-004	-4.621177e-005
1.177959135035326e-003	-3.584801e-006	-4.952104e-005	2.575977e-005
1.178805840969612e-003	-3.343337e-006	9.213505e-006	7.942359e-005
1.179660939781230e-003	-2.881269e-006	6.225779e-005	1.227644e-004
1.180576137471137e-003	-2.214271e-006	1.077638e-004	1.542635e-004
1.182674626215673e-003	-4.105384e-007	1.656283e-004	1.742496e-004
1.184019917565860e-003	6.737391e-007	1.613873e-004	1.472388e-004
1.184911804710594e-003	1.237649e-006	1.431894e-004	1.171988e-004
1.186083679710594e-003	1.753811e-006	1.072368e-004	7.040673e-005
1.187255554710594e-003	2.012507e-006	6.323182e-005	2.096918e-005
1.188217566066003e-003	2.016586e-006	2.452616e-005	-1.782214e-005
1.189066992333750e-003	1.865372e-006	-8.487671e-006	-4.766048e-005
1.190887002812454e-003	1.187198e-006	-6.405116e-005	-8.898232e-005
1.193574802435511e-003	-1.161341e-007	-9.469758e-005	-9.225876e-005
1.195221899500029e-003	-7.383819e-007	-7.868250e-005	-6.317648e-005
1.196393774500029e-003	-1.014695e-006	-5.784015e-005	-3.653155e-005
1.197565649500029e-003	-1.143106e-006	-3.262222e-005	-8.616993e-006
1.199422203288783e-003	-1.035974e-006	9.048731e-006	3.080418e-005
1.200000000000000e-003	-9.311672e-007	2.059692e-005	4.015144e-005
