t,VRc,Cid
7.414748849239951e-002,4.486977,2
7.418818382836215e-002,4.470283,2
7.420880126474222e-002,4.473229,2
7.422417884183226e-002,4.482973,2
7.424227846640628e-002,4.501199,2
7.426212814600869e-002,4.527833,2
7.428474111186757e-002,4.565077,2
7.432139666048720e-002,4.628916,2
7.437976696888871e-002,4.696062,2
7.446097923273633e-002,4.70021,2
7.449638224980136e-002,4.666309,2
7.453738260273314e-002,4.61189,2
7.457715951228792e-002,4.565957,2
7.457783543261506e-002,4.565339,2
7.458189095457794e-002,4.562168,2
7.458729831719510e-002,4.557746,2
7.459811304242943e-002,4.548735,2
7.461974249289809e-002,4.53304,2
7.466300139383540e-002,4.514147,2
7.469692713314077e-002,4.514218,2
7.471528222630858e-002,4.523478,2
7.473149074173052e-002,4.538327,2
7.474747989968252e-002,4.557918,2
7.476406325924502e-002,4.582944,2
7.478788797148372e-002,4.624696,2
7.482646947257086e-002,4.69226,2
7.488768923930193e-002,4.765971,2
7.494260711939954e-002,4.774559,2
7.497071001070924e-002,4.749175,2
7.501082088411282e-002,4.693378,2
7.504247466327553e-002,4.648607,2
7.509252103789361e-002,4.580754,2
7.512270403827825e-002,4.544255,2
7.512815591014303e-002,4.538983,2
7.513905965387259e-002,4.530994,2
7.516086714133170e-002,4.522135,2
7.520448211624993e-002,4.522574,2
7.522093124810944e-002,4.530641,2
7.523833716918491e-002,4.547555,2
7.526065858523140e-002,4.576742,2
7.528235056700983e-002,4.611631,2
7.531753734690551e-002,4.672256,2
7.537371016839682e-002,4.736971,2
7.545464963030697e-002,4.742544,2
7.548831243917512e-002,4.710556,2
7.552866395085479e-002,4.656575,2
7.556913502597418e-002,4.609525,2
7.556981710833571e-002,4.608896,2
7.557390960250492e-002,4.60563,2
7.557936626139718e-002,4.600955,2
7.559027957918170e-002,4.591067,2
7.561210621475076e-002,4.57252,2
7.565575948588887e-002,4.546362,2
7.569275772185986e-002,4.539908,2
7.571218360770594e-002,4.546362,2
7.572763687530010e-002,4.55822,2
7.574464179239869e-002,4.576884,2
7.576300781757694e-002,4.60254,2
7.578617177427564e-002,4.641032,2
7.582370401696023e-002,4.7048,2
7.588337603198199e-002,4.77413,2
7.594381613854154e-002,4.781445,2
7.597271561226685e-002,4.754843,2
7.601233792988286e-002,4.699761,2
7.604736169430749e-002,4.651322,2
7.604813982968209e-002,4.650271,2
7.604969610043127e-002,4.648166,2
7.605280864192966e-002,4.643859,2
7.605903372492642e-002,4.635149,2
7.607148389091996e-002,4.617733,2
7.607167106699692e-002,4.617472,2
7.607204541915083e-002,4.61695,2
7.607279412345865e-002,4.615904,2
7.607429153207428e-002,4.613811,2
7.607728634930555e-002,4.609627,2
7.608327598376810e-002,4.601293,2
7.609525525269320e-002,4.585017,2
7.611921379054339e-002,4.556758,2
7.616713086624377e-002,4.518885,2
7.620611986325789e-002,4.508713,2
7.622216122173420e-002,4.513933,2
7.623982745105934e-002,4.528091,2
7.626121470106415e-002,4.552613,2
7.628325527589364e-002,4.584811,2
7.631899846929047e-002,4.641438,2
7.637600616933554e-002,4.700695,2
7.645786749241305e-002,4.700446,2
7.649353669213686e-002,4.665843,2
7.653523063616495e-002,4.610533,2
7.657605851149456e-002,4.563424,2
7.657675698116186e-002,4.562785,2
7.658094779916563e-002,4.559506,2
7.658653555650399e-002,4.554925,2
7.659771107118073e-002,4.545603,2
7.662006210053420e-002,4.529595,2
7.666476415924112e-002,4.510998,2
7.669758901725564e-002,4.512146,2
7.671577541098038e-002,4.522068,2
7.673210364137331e-002,4.537713,2
7.674856866485083e-002,4.558592,2
7.676446798712572e-002,4.583284,2
7.678854597646996e-002,4.626533,2
7.682752905184184e-002,4.696115,2
7.688933816457864e-002,4.771929,2
7.694350231806243e-002,4.780877,2
7.697127993870749e-002,4.755756,2
7.701097771063270e-002,4.700461,2
7.704218307776722e-002,4.656252,2
7.709116781871162e-002,4.589664,2
7.712120126218089e-002,4.553091,2
7.712663940868965e-002,4.54773,2
7.713751570170715e-002,4.539447,2
7.715926828774217e-002,4.529757,2
7.720277345981221e-002,4.528163,2
7.721969296798190e-002,4.535577,2
7.723691199702915e-002,4.551438,2
7.726012616647938e-002,4.580717,2
7.728148433276141e-002,4.614136,2
7.731613775028996e-002,4.672753,2
7.737150759385386e-002,4.735598,2
7.745273617880968e-002,4.74097,2
7.748625329943505e-002,4.709215,2
7.752668670561913e-002,4.655178,2
7.756740848403866e-002,4.60795,2
7.756809587105767e-002,4.607319,2
7.757222019317174e-002,4.604042,2
7.757771928932382e-002,4.599328,2
7.758871748162799e-002,4.589298,2
7.761071386623633e-002,4.570343,2
7.765470663545300e-002,4.543312,2
7.769198589988818e-002,4.536309,2
7.771161158523497e-002,4.54265,2
7.772692482616755e-002,4.55447,2
7.774592780639067e-002,4.575571,2
7.776348616193210e-002,4.60043,2
7.778694963066003e-002,4.639986,2
7.782495777556278e-002,4.70501,2
7.788533318518304e-002,4.775809,2
7.794348818889690e-002,4.783458,2
7.797191737863382e-002,4.757421,2
7.801157636773710e-002,4.702063,2
7.804431429049934e-002,4.655885,2
7.804511925289891e-002,4.654757,2
7.804672917769803e-002,4.652496,2
7.804994902729630e-002,4.647964,2
7.805638872649283e-002,4.638908,2
7.806845755805943e-002,4.621997,2
7.809259522119262e-002,4.589298,2
7.812487291552984e-002,4.551456,2
7.816123946406584e-002,4.521803,2
7.819036553719062e-002,4.511849,2
7.821041233998066e-002,4.514678,2
7.822543138064869e-002,4.523166,2
7.824386726857777e-002,4.54013,2
7.826271962388030e-002,4.563516,2
7.828570309430431e-002,4.598712,2
7.832294833217583e-002,4.658268,2
7.838219504452576e-002,4.723619,2
7.844255830892122e-002,4.729873,2
7.847181645541074e-002,4.703218,2
7.851210532126866e-002,4.647793,2
7.854652699583622e-002,4.600492,2
7.854733256923943e-002,4.599406,2
7.854894371604584e-002,4.597228,2
7.855216600965867e-002,4.592796,2
7.855861059688432e-002,4.583859,2
7.857149977133562e-002,4.566006,2
7.858692860672725e-002,4.545106,2
7.861778627751052e-002,4.508184,2
7.866177832904159e-002,4.472616,2
7.870175031418174e-002,4.461989,2
7.871888377312168e-002,4.467496,2
7.873586328136289e-002,4.481375,2
7.875697550192853e-002,4.506126,2
7.877635693600166e-002,4.535227,2
7.880784189500244e-002,4.58915,2
7.885839024878556e-002,4.657658,2
7.893635007540854e-002,4.695117,2
7.896762693763244e-002,4.675377,2
7.901184625549407e-002,4.616363,2
7.904968169442889e-002,4.563735,2
7.908967866127735e-002,4.509955,2
7.912705743604817e-002,4.467362,2
7.917114960433380e-002,4.436695,2
7.920590596690133e-002,4.432326,2
7.922200047912273e-002,4.439554,2
7.923963251785625e-002,4.455708,2
7.926114199308715e-002,4.483027,2
7.928313699678144e-002,4.518077,2
7.931880748393320e-002,4.579726,2
7.937570625547082e-002,4.646419,2
7.945747502286758e-002,4.653937,2
7.949203260956007e-002,4.621928,2
7.953266179822538e-002,4.568657,2
7.957201959620373e-002,4.524062,2
7.957269071188579e-002,4.523468,2
7.957671740597815e-002,4.520442,2
7.958208633143463e-002,4.516161,2
7.959282418234757e-002,4.507279,2
7.961429988417347e-002,4.491326,2
7.965725128782528e-002,4.471258,2
7.969318865056961e-002,4.470325,2
7.971250320175935e-002,4.479776,2
7.972803461976136e-002,4.494154,2
7.974473041471267e-002,4.515172,2
7.976304078788359e-002,4.543756,2
7.978622539111040e-002,4.586149,2
7.982379045464290e-002,4.656346,2
7.988351105316088e-002,4.732784,2
7.994950186288953e-002,4.743723,2
7.997937212163307e-002,4.716415,2
8.001775671507697e-002,4.66434,2
8.005589355067562e-002,4.615831,2
8.005657799768370e-002,4.615051,2
8.005794689169986e-002,4.613584,2
8.006068467973217e-002,4.610531,2
8.006616025579680e-002,4.604028,2
8.007711140792605e-002,4.590058,2
8.009901371218456e-002,4.56223,2
8.014281832070158e-002,4.516706,2
8.018615148172427e-002,4.490725,2
8.020730433277089e-002,4.489751,2
8.022305189807519e-002,4.496933,2
8.024090849181136e-002,4.51189,2
8.026161774870790e-002,4.536297,2
8.028391091455761e-002,4.569504,2
8.032005692059205e-002,4.627409,2
8.037766720749728e-002,4.689812,2
8.044835566756040e-002,4.693098,2
8.047968155778239e-002,4.663289,2
8.051853325666600e-002,4.611801,2
8.055998246904561e-002,4.562935,2
8.056067274100161e-002,4.562263,2
8.056481437273763e-002,4.558611,2
8.057033654838565e-002,4.553319,2
8.058138089968168e-002,4.541902,2
8.060346960227376e-002,4.519548,2
8.064764700745790e-002,4.485284,2
8.068803413967859e-002,4.471674,2
8.070869088309512e-002,4.475918,2
8.072409569362472e-002,4.486539,2
8.074217730579746e-002,4.505697,2
8.076209047071113e-002,4.533394,2
8.078467983296747e-002,4.571608,2
8.082129779097071e-002,4.636822,2
8.087961211602221e-002,4.705628,2
8.096059856014728e-002,4.71113,2
8.099559884866962e-002,4.677744,2
8.103628742002234e-002,4.623613,2
8.107594368057487e-002,4.57771,2
8.107661539196939e-002,4.577094,2
8.108064566033653e-002,4.573926,2
8.108601935149271e-002,4.569486,2
8.109676673380507e-002,4.560371,2
8.111826149842981e-002,4.544193,2
8.116125102767928e-002,4.52382,2
8.119600704006415e-002,4.522393,2
8.121459721981662e-002,4.530937,2
8.123063923786263e-002,4.544919,2
8.124596711495985e-002,4.563052,2
8.126350078020514e-002,4.588799,2
8.128697340087410e-002,4.629068,2
8.132499608009351e-002,4.694928,2
8.138539293554928e-002,4.766862,2
8.144280389814336e-002,4.77538,2
8.147132606857090e-002,4.749563,2
8.151147116796909e-002,4.693633,2
8.154364826627818e-002,4.648076,2
8.155015536113544e-002,4.638922,2
8.156316955084997e-002,4.62071,2
8.158919793027902e-002,4.585568,2
8.163074225800869e-002,4.538009,2
8.167625432961541e-002,4.505697,2
8.170869689565426e-002,4.501133,2
8.172410022256212e-002,4.507605,2
8.174218281550992e-002,4.523087,2
8.176209252274706e-002,4.546826,2
8.178468317061644e-002,4.580707,2
8.182130317613262e-002,4.639275,2
8.187962055088023e-002,4.702957,2
8.194640782202838e-002,4.707642,2
8.197678095474559e-002,4.679236,2
8.201590951243983e-002,4.626643,2
8.205586999232688e-002,4.576658,2
8.205658170115664e-002,4.575869,2
8.205800511881616e-002,4.574392,2
8.206085195413518e-002,4.571318,2
8.206654562477322e-002,4.56476,2
8.207793296604933e-002,4.550692,2
8.210070764860154e-002,4.523036,2
8.214625701370595e-002,4.479127,2
8.218785338449022e-002,4.4582,2
8.220855761966453e-002,4.459518,2
8.222399531934051e-002,4.468245,2
8.224205520446179e-002,4.485311,2
8.226204499380180e-002,4.511009,2
8.228460586417351e-002,4.54705,2
8.232117844286804e-002,4.609311,2
8.237942516661842e-002,4.67637,2
8.245192984023150e-002,4.681539,2
8.248352699297197e-002,4.651495,2
8.252174066777225e-002,4.601182,2
8.256252968714854e-002,4.55448,2
8.256319364615535e-002,4.553876,2
8.256717740019619e-002,4.550714,2
8.257248907225065e-002,4.546117,2
8.258311241635956e-002,4.536174,2
8.260435910457739e-002,4.516645,2
8.264685248101304e-002,4.487069,2
8.268760790902389e-002,4.475775,2
8.270837668787015e-002,4.480916,2
8.272385905923112e-002,4.492118,2
8.274188947936660e-002,4.511741,2
8.276198326442109e-002,4.540157,2
8.278450545953285e-002,4.578629,2
8.282101643326854e-002,4.644016,2
8.287917135243489e-002,4.712796,2
8.296049903303919e-002,4.718216,2
8.299576514969137e-002,4.684514,2
8.303668392947973e-002,4.630011,2
8.307648011222374e-002,4.583923,2
8.307715542611577e-002,4.583305,2
8.308120730946791e-002,4.580131,2
8.308660982060410e-002,4.575691,2
8.309741484287650e-002,4.5666,2
8.311902488742128e-002,4.550597,2
8.316224497651083e-002,4.530788,2
8.319637543671746e-002,4.529971,2
8.321487140912280e-002,4.538774,2
8.323098010241803e-002,4.553044,2
8.324657271707438e-002,4.571689,2
8.326372597601789e-002,4.597077,2
8.328733957408388e-002,4.637812,2
8.332558608512340e-002,4.704116,2
8.338631293803386e-002,4.776355,2
8.344267190963345e-002,4.784554,2
8.347093815180331e-002,4.758862,2
8.351096824564148e-002,4.702979,2
8.354295139683970e-002,4.657677,2
8.359437354046848e-002,4.587913,2
8.362414024955316e-002,4.552071,2
8.362948851165253e-002,4.546979,2
8.364018503585129e-002,4.539339,2
8.366157808424880e-002,4.530922,2
8.370436418104384e-002,4.531602,2
8.372084274773037e-002,4.539651,2
8.373823005661975e-002,4.556409,2
8.376061859119358e-002,4.585473,2
8.378228550009613e-002,4.620078,2
8.381743223722046e-002,4.680188,2
8.387354486489032e-002,4.744155,2
8.395452144434065e-002,4.749026,2
8.398826449548598e-002,4.716819,2
8.402871980609694e-002,4.66262,2
8.406937592245924e-002,4.615261,2
8.407006119666609e-002,4.614628,2
8.407417284190717e-002,4.611333,2
8.407965503556195e-002,4.60662,2
8.409061942287149e-002,4.596663,2
8.411254819749060e-002,4.578037,2
8.415640574672881e-002,4.551854,2
8.419312010432381e-002,4.545563,2
8.421245235468500e-002,4.552041,2
8.422797134302947e-002,4.563943,2
8.424471631460544e-002,4.582277,2
8.426303554226639e-002,4.607788,2
8.428621686062811e-002,4.646161,2
8.432377670250806e-002,4.709682,2
8.438348957233026e-002,4.778682,2
8.444354811933927e-002,4.785742,2
8.447236429357410e-002,4.759168,2
8.451201019312270e-002,4.703958,2
8.454679493047561e-002,4.655629,2
8.454757918610269e-002,4.65456,2
8.454914769735684e-002,4.652419,2
8.455228471986515e-002,4.648056,2
8.455855876488176e-002,4.639252,2
8.457110685491499e-002,4.621655,2
8.458521227114452e-002,4.602244,2
8.461342310360355e-002,4.56729,2
8.465631787107980e-002,4.528492,2
8.469481677016758e-002,4.512527,2
8.471371207544767e-002,4.515041,2
8.472953856551840e-002,4.524372,2
8.474506571361121e-002,4.538744,2
8.476316552054648e-002,4.561088,2
8.478642823015656e-002,4.596245,2
8.482411743577095e-002,4.655489,2
8.488402169910847e-002,4.720546,2
8.494160932185461e-002,4.726278,2
8.497038814806446e-002,4.70009,2
8.501081867230215e-002,4.64434,2
8.504364325812629e-002,4.598434,2
8.504447414344098e-002,4.597277,2
8.504613591407034e-002,4.594964,2
8.504945945532909e-002,4.590343,2
8.505511318980308e-002,4.582526,2
8.506642065875104e-002,4.567014,2
8.506677401715566e-002,4.566533,2
8.506748073396492e-002,4.565572,2
8.506889416758341e-002,4.563637,2
8.507172103482040e-002,4.559744,2
8.507737476929439e-002,4.551949,2
8.508868223824236e-002,4.536625,2
8.511129717613830e-002,4.508559,2
8.514512451667319e-002,4.476554,2
8.518329843912034e-002,4.457497,2
8.520520937371473e-002,4.458025,2
8.522147720465416e-002,4.46641,2
8.523899829591829e-002,4.482429,2
8.526090536663915e-002,4.5102,2
8.528275205005914e-002,4.544923,2
8.531818583138677e-002,4.606078,2
8.537472962637545e-002,4.67236,2
8.545585686787838e-002,4.679952,2
8.548961667438514e-002,4.648582,2
8.552981904889997e-002,4.595551,2
8.556939389734669e-002,4.550344,2
8.557006425593214e-002,4.549742,2
8.557408640744481e-002,4.546645,2
8.557944927612837e-002,4.542224,2
8.559017501349549e-002,4.532915,2
8.561162648822972e-002,4.515624,2
8.565452943769819e-002,4.492083,2
8.569194159580545e-002,4.487693,2
8.571157876538423e-002,4.49547,2
8.572688396639686e-002,4.508453,2
8.574587724268119e-002,4.531037,2
8.576346735780985e-002,4.557357,2
8.578691905389185e-002,4.598827,2
8.582490850185023e-002,4.667034,2
8.588525632037464e-002,4.741941,2
8.594532725974738e-002,4.752394,2
8.597421051234540e-002,4.726525,2
8.601383453971750e-002,4.671781,2
8.604717410176467e-002,4.62572,2
8.604794796699709e-002,4.624671,2
8.604949569746194e-002,4.622569,2
8.605259115839165e-002,4.618288,2
8.605878208025106e-002,4.609656,2
8.607116392396987e-002,4.592403,2
8.608545366915794e-002,4.572871,2
8.611403315953410e-002,4.537802,2
8.615679960406301e-002,4.500218,2
8.619653737952794e-002,4.485316,2
8.621499197374689e-002,4.488749,2
8.623112997192625e-002,4.499275,2
8.624683897628881e-002,4.514734,2
8.626382497548668e-002,4.536662,2
8.628750054389801e-002,4.573675,2
8.632584541258233e-002,4.635292,2
8.638671711216220e-002,4.703129,2
8.644171334448003e-002,4.709712,2
8.647013841234544e-002,4.684121,2
8.651058608756652e-002,4.628613,2
8.654276444329734e-002,4.583739,2
8.659416580234271e-002,4.515135,2
8.662444319990185e-002,4.479351,2
8.662988044707075e-002,4.47432,2
8.664075494140855e-002,4.466983,2
8.666250393008415e-002,4.459803,2
8.670600190743535e-002,4.464259,2
8.672207257441687e-002,4.473855,2
8.673971994180418e-002,4.493014,2
8.676117460247117e-002,4.523564,2
8.678319004491067e-002,4.561628,2
8.681889314219532e-002,4.627281,2
8.687584077639786e-002,4.698323,2
8.695659443062766e-002,4.708662,2
8.699000374944846e-002,4.677736,2
8.702976392699592e-002,4.624947,2
8.706898868882518e-002,4.579815,2
8.706964949152363e-002,4.579217,2
8.707361430771429e-002,4.576128,2
8.707890072930184e-002,4.571707,2
8.708947357247694e-002,4.562339,2
8.711061925882714e-002,4.544617,2
8.715291063152754e-002,4.519422,2
8.719114472767335e-002,4.512642,2
8.721098874335911e-002,4.519145,2
8.722614929617135e-002,4.530945,2
8.724496798334086e-002,4.552003,2
8.726312916591884e-002,4.577895,2
8.728636911113573e-002,4.617364,2
8.732402213836923e-002,4.682624,2
8.738387289283181e-002,4.754002,2
8.744412544241845e-002,4.762735,2
8.747311002013809e-002,4.736455,2
8.751293291184815e-002,4.681299,2
8.754693759210561e-002,4.634245,2
8.754772227649993e-002,4.633181,2
8.754929164528859e-002,4.631045,2
8.755243038286589e-002,4.626698,2
8.755870785802052e-002,4.617929,2
8.757126280832976e-002,4.600405,2
8.758572255343997e-002,4.580614,2
8.761464204366036e-002,4.545139,2
8.765750421606051e-002,4.507611,2
8.769688722902029e-002,4.493071,2
8.771525250387377e-002,4.496597,2
8.773145380030258e-002,4.507257,2
8.774741427312778e-002,4.523036,2
8.776403886176586e-002,4.544561,2
8.778784830431856e-002,4.581837,2
8.782640558395531e-002,4.643618,2
8.788758974960838e-002,4.711375,2
8.794162899616573e-002,4.717424,2
8.796983406327157e-002,4.691858,2
8.801008678135358e-002,4.636532,2
8.804217151349006e-002,4.591707,2
8.809288295580657e-002,4.523852,2
8.812325106613803e-002,4.487746,2
8.812872952352314e-002,4.482599,2
8.813968643829338e-002,4.474988,2
8.816160026783386e-002,4.467255,2
8.820542792691481e-002,4.470681,2
8.822164134447050e-002,4.47996,2
8.823919717874877e-002,4.49861,2
8.826097958077922e-002,4.529142,2
8.828287278415006e-002,4.566518,2
8.831838081845582e-002,4.631188,2
8.837503602359934e-002,4.701206,2
8.845585924654995e-002,4.711168,2
8.848922097932950e-002,4.680256,2
8.852902886144463e-002,4.627384,2
8.856841137195960e-002,4.582063,2
8.856907497851940e-002,4.581462,2
8.857305661787820e-002,4.578358,2
8.857836547035661e-002,4.573906,2
8.858898317531341e-002,4.564455,2
8.861021858522702e-002,4.546526,2
8.865268940505425e-002,4.520918,2
8.869097673953430e-002,4.513872,2
8.871086443024476e-002,4.52028,2
8.872599448011567e-002,4.531987,2
8.874477634957831e-002,4.552941,2
8.876305787670297e-002,4.57896,2
8.878625318108092e-002,4.618329,2
8.882383525487493e-002,4.683537,2
8.888358102879436e-002,4.754783,2
8.894453406440700e-002,4.763421,2
8.897360735881042e-002,4.736976,2
8.901327266921758e-002,4.682116,2
8.904810241236687e-002,4.634308,2
8.904887271410751e-002,4.63328,2
8.905041331758880e-002,4.631225,2
8.905349452455137e-002,4.627004,2
8.905965693847651e-002,4.618462,2
8.907198176632677e-002,4.601446,2
8.907343828399759e-002,4.599442,2
8.907635131933922e-002,4.595421,2
8.908217739002247e-002,4.58737,2
8.909382953138897e-002,4.571559,2
8.911299223893318e-002,4.547956,2
8.915131765402160e-002,4.511733,2
8.918584258482699e-002,4.494322,2
8.920707714517256e-002,4.494606,2
8.922288098989820e-002,4.502162,2
8.924070093643655e-002,4.517493,2
8.926154038661484e-002,4.542529,2
8.928378507301431e-002,4.576162,2
8.931985379187930e-002,4.634773,2
8.937734858089835e-002,4.697376,2
8.945052723698913e-002,4.699827,2
8.948237849651521e-002,4.669076,2
8.952101279474417e-002,4.618805,2
8.956731863311543e-002,4.567955,2
8.956797099133987e-002,4.567419,2
8.957188514068647e-002,4.564795,2
8.957710400648195e-002,4.560976,2
8.958754173807289e-002,4.552741,2
8.960841720125479e-002,4.536942,2
8.965016812761857e-002,4.514746,2
8.968889552607089e-002,4.509917,2
8.970932635128080e-002,4.517606,2
8.972457448387916e-002,4.530239,2
8.974275999049572e-002,4.551648,2
8.976230745385423e-002,4.580757,2
8.978503275034523e-002,4.620924,2
8.982186715609528e-002,4.68813,2
8.988050364572656e-002,4.759521,2
8.995228748608616e-002,4.765794,2
8.998333088048618e-002,4.735789,2
9.002101050154578e-002,4.685737,2
9.006524352720371e-002,4.635386,2
9.006588390983894e-002,4.634823,2
9.006972620565031e-002,4.631962,2
9.007484926673212e-002,4.627787,2
9.008509538889575e-002,4.618685,2
9.010558763322303e-002,4.600502,2
9.014657212187757e-002,4.57211,2
9.018747487346290e-002,4.559448,2
9.020827865458810e-002,4.563233,2
9.022378523888748e-002,4.573114,2
9.024179971049855e-002,4.590909,2
9.026194982496154e-002,4.617116,2
9.028445106880231e-002,4.652665,2
9.032092866661241e-002,4.712717,2
9.037903383312362e-002,4.777081,2
9.044527292342400e-002,4.781403,2
9.047534858127743e-002,4.752779,2
9.051445417595708e-002,4.699265,2
9.055488453856937e-002,4.647413,2
9.055560523778468e-002,4.646582,2
9.055704663621529e-002,4.645014,2
9.055992943307650e-002,4.641746,2
9.056569502679893e-002,4.634761,2
9.057722621424379e-002,4.619755,2
9.060028858913351e-002,4.590189,2
9.064641333891295e-002,4.542606,2
9.068811419083445e-002,4.518661,2
9.070874991095708e-002,4.518338,2
9.072414015713004e-002,4.525673,2
9.074223139984644e-002,4.541029,2
9.076211061723090e-002,4.564545,2
9.078471260135017e-002,4.598178,2
9.082135066102222e-002,4.656231,2
9.087969492501165e-002,4.719157,2
9.094592218505279e-002,4.723195,2
9.097609507830662e-002,4.694803,2
9.101518616093432e-002,4.642009,2
9.105524120645574e-002,4.591434,2
9.105595723999332e-002,4.590625,2
9.105738930706850e-002,4.589105,2
9.106025344121886e-002,4.585937,2
9.106598170951959e-002,4.579178,2
9.107743824612102e-002,4.564676,2
9.110035131932391e-002,4.536145,2
9.114617746572967e-002,4.490622,2
9.118797670632244e-002,4.468415,2
9.120864853662949e-002,4.469152,2
9.122406379695930e-002,4.477424,2
9.124213850274655e-002,4.493959,2
9.126207601874563e-002,4.518967,2
9.128465632672167e-002,4.55431,2
9.132125986432245e-002,4.615392,2
9.137955270955299e-002,4.681514,2
9.144980006303297e-002,4.686769,2
9.148088891550625e-002,4.657455,2
9.151933950850423e-002,4.606541,2
9.156004666718287e-002,4.558524,2
9.156072410161313e-002,4.557863,2
9.156478870819473e-002,4.554268,2
9.157020818363687e-002,4.549061,2
9.158104713452113e-002,4.537818,2
9.160272503628966e-002,4.515649,2
9.164608083982673e-002,4.481223,2
9.168732453502558e-002,4.466259,2
9.170816789023342e-002,4.469946,2
9.172370183927789e-002,4.480263,2
9.174169830505938e-002,4.498919,2
9.176191204883544e-002,4.526604,2
9.178438962389736e-002,4.564179,2
9.182082951409318e-002,4.628533,2
9.187887845782829e-002,4.696511,2
9.196025724937436e-002,4.701852,2
9.199548652320058e-002,4.668326,2
9.203640061013398e-002,4.614031,2
9.207611216651432e-002,4.568248,2
9.207678697373506e-002,4.567634,2
9.208083581705952e-002,4.564487,2
9.208623427482546e-002,4.560083,2
9.209703119035734e-002,4.551067,2
9.211862502142111e-002,4.535222,2
9.216181268354866e-002,4.515793,2
9.219610334879103e-002,4.515358,2
9.221466888975219e-002,4.524462,2
9.223072833994694e-002,4.538956,2
9.224612542210556e-002,4.557661,2
9.226355965073212e-002,4.583833,2
9.228706912725959e-002,4.624952,2
9.232515033325334e-002,4.692155,2
9.238563352491562e-002,4.765633,2
9.244374161505524e-002,4.774911,2
9.247228741307860e-002,4.749143,2
9.251218819077145e-002,4.693573,2
9.254423557536790e-002,4.648345,2
9.254504310317260e-002,4.647211,2
9.254665815878202e-002,4.64494,2
9.254988827000087e-002,4.640399,2
9.255572510238236e-002,4.632227,2
9.256739876714536e-002,4.615983,2
9.256776356916920e-002,4.615479,2
9.256849317321689e-002,4.614468,2
9.256995238131226e-002,4.612437,2
9.257287079750301e-002,4.608365,2
9.257870762988450e-002,4.600225,2
9.258008856066030e-002,4.598301,2
9.258285042221190e-002,4.594457,2
9.258837414531511e-002,4.586798,2
9.259942159152151e-002,4.571859,2
9.262151648393432e-002,4.54536,2
9.265904847321281e-002,4.512605,2
9.269177271965566e-002,4.499285,2
9.271145367963116e-002,4.501364,2
9.272672823235145e-002,4.509864,2
9.274568451693360e-002,4.527168,2
9.276339568266656e-002,4.549056,2
9.278680250420504e-002,4.584822,2
9.282472067711081e-002,4.644888,2
9.288496328226308e-002,4.71099,2
9.294166048584937e-002,4.717155,2
9.297032811408408e-002,4.69122,2
9.301080318954084e-002,4.635528,2
9.304337114069103e-002,4.590124,2
9.309613569673625e-002,4.519756,2
9.312592495383318e-002,4.484666,2
9.313126043798128e-002,4.479786,2
9.314193140627748e-002,4.47273,2
9.316327334286989e-002,4.465881,2
9.320595721605469e-002,4.470418,2
9.322203898994716e-002,4.479985,2
9.323967921544302e-002,4.499015,2
9.326115941166463e-002,4.529442,2
9.328316533292363e-002,4.567308,2
9.331885323936133e-002,4.632619,2
9.337577811301120e-002,4.703179,2
9.345650761092697e-002,4.713062,2
9.348993264259330e-002,4.682028,2
9.352973002620610e-002,4.629134,2
9.356906257727866e-002,4.58381,2
9.356972501456036e-002,4.583209,2
9.357369963825049e-002,4.580102,2
9.357899913650401e-002,4.575655,2
9.358959813301106e-002,4.566233,2
9.361079612602515e-002,4.548419,2
9.365319211205332e-002,4.523085,2
9.369132861949937e-002,4.51626,2
9.371112485328947e-002,4.522711,2
9.372631879296549e-002,4.534496,2
9.374517777839007e-002,4.55553,2
9.376320720602260e-002,4.581153,2
9.378649601754427e-002,4.620574,2
9.382422670236627e-002,4.68565,2
9.388419229837722e-002,4.756816,2
9.394369495287022e-002,4.765346,2
9.397255244431924e-002,4.739181,2
9.401247144168203e-002,4.683782,2
9.404575899437200e-002,4.637362,2
9.404655757160776e-002,4.636261,2
9.404815472607930e-002,4.634051,2
9.405134903502238e-002,4.629589,2
9.405773765290854e-002,4.620651,2
9.406584331604692e-002,4.609431,2
9.408205464232371e-002,4.587335,2
9.408252408575908e-002,4.586707,2
9.408346297262984e-002,4.585464,2
9.408534074637136e-002,4.582969,2
9.408909629385440e-002,4.577954,2
9.409660738882048e-002,4.56798,2
9.411162957875262e-002,4.549284,2
9.414167395861690e-002,4.520147,2
9.418521212900186e-002,4.496524,2
9.420766865213587e-002,4.496042,2
9.422332603771015e-002,4.503659,2
9.424124153072253e-002,4.519296,2
9.426174186206984e-002,4.54413,2
9.428411280074667e-002,4.578135,2
9.432038277009049e-002,4.637148,2
9.437817818820012e-002,4.7005,2
9.444926272390282e-002,4.70376,2
9.448054923603462e-002,4.67379,2
9.451908846024300e-002,4.622673,2
9.456062012034183e-002,4.574044,2
9.456130231426625e-002,4.573392,2
9.456539547781279e-002,4.569889,2
9.457085302920817e-002,4.564798,2
9.458176813199894e-002,4.553784,2
9.460359833758046e-002,4.532096,2
9.464725874874352e-002,4.49865,2
9.468792528166088e-002,4.484913,2
9.470861062298701e-002,4.488971,2
9.472403524019882e-002,4.4994,2
9.474210376436719e-002,4.518243,2
9.476206308039392e-002,4.545611,2
9.478463528232865e-002,4.58327,2
9.482122590940270e-002,4.647449,2
