Freq.	mag(V(n002)/V(n006))
4.18082082082086e+003	2.53374932127569e+000,0.00000000000000e+000
4.18581581581586e+003	2.53472478871856e+000,0.00000000000000e+000
4.19081081081085e+003	2.53569782896657e+000,0.00000000000000e+000
4.19580580580585e+003	2.53666844875945e+000,0.00000000000000e+000
4.20080080080084e+003	2.53763665481748e+000,0.00000000000000e+000
4.20579579579584e+003	2.53860245384154e+000,0.00000000000000e+000
4.21079079079083e+003	2.53956585251317e+000,0.00000000000000e+000
4.21578578578583e+003	2.54052685749459e+000,0.00000000000000e+000
4.22078078078082e+003	2.54148547542872e+000,0.00000000000000e+000
4.22577577577582e+003	2.54244171293930e+000,0.00000000000000e+000
4.23077077077081e+003	2.54339557663087e+000,0.00000000000000e+000
4.23576576576581e+003	2.54434707308884e+000,0.00000000000000e+000
4.24076076076080e+003	2.54529620887952e+000,0.00000000000000e+000
4.24575575575580e+003	2.54624299055018e+000,0.00000000000000e+000
4.25075075075079e+003	2.54718742462910e+000,0.00000000000000e+000
4.25574574574579e+003	2.54812951762556e+000,0.00000000000000e+000
4.26074074074078e+003	2.54906927602997e+000,0.00000000000000e+000
4.26573573573578e+003	2.55000670631385e+000,0.00000000000000e+000
4.27073073073077e+003	2.55094181492989e+000,0.00000000000000e+000
4.27572572572577e+003	2.55187460831202e+000,0.00000000000000e+000
4.28072072072076e+003	2.55280509287540e+000,0.00000000000000e+000
4.28571571571576e+003	2.55373327501653e+000,0.00000000000000e+000
4.29071071071075e+003	2.55465916111326e+000,0.00000000000000e+000
4.29570570570575e+003	2.55558275752480e+000,0.00000000000000e+000
4.30070070070074e+003	2.55650407059186e+000,0.00000000000000e+000
4.30569569569574e+003	2.55742310663658e+000,0.00000000000000e+000
4.31069069069073e+003	2.55833987196267e+000,0.00000000000000e+000
4.31568568568573e+003	2.55925437285539e+000,0.00000000000000e+000
4.32068068068072e+003	2.56016661558165e+000,0.00000000000000e+000
4.32567567567572e+003	2.56107660639000e+000,0.00000000000000e+000
4.33067067067071e+003	2.56198435151070e+000,0.00000000000000e+000
4.33566566566571e+003	2.56288985715579e+000,0.00000000000000e+000
4.34066066066070e+003	2.56379312951907e+000,0.00000000000000e+000
4.34565565565570e+003	2.56469417477623e+000,0.00000000000000e+000
4.35065065065069e+003	2.56559299908480e+000,0.00000000000000e+000
4.35564564564569e+003	2.56648960858428e+000,0.00000000000000e+000
4.36064064064069e+003	2.56738400939613e+000,0.00000000000000e+000
4.36563563563568e+003	2.56827620762385e+000,0.00000000000000e+000
4.37063063063068e+003	2.56916620935300e+000,0.00000000000000e+000
4.37562562562567e+003	2.57005402065124e+000,0.00000000000000e+000
4.38062062062067e+003	2.57093964756839e+000,0.00000000000000e+000
4.38561561561566e+003	2.57182309613649e+000,0.00000000000000e+000
4.39061061061066e+003	2.57270437236983e+000,0.00000000000000e+000
4.39560560560565e+003	2.57358348226495e+000,0.00000000000000e+000
4.40060060060065e+003	2.57446043180078e+000,0.00000000000000e+000
4.40559559559564e+003	2.57533522693858e+000,0.00000000000000e+000
4.41059059059064e+003	2.57620787362210e+000,0.00000000000000e+000
4.41558558558563e+003	2.57707837777749e+000,0.00000000000000e+000
4.42058058058063e+003	2.57794674531345e+000,0.00000000000000e+000
4.42557557557562e+003	2.57881298212126e+000,0.00000000000000e+000
4.43057057057062e+003	2.57967709407476e+000,0.00000000000000e+000
4.43556556556561e+003	2.58053908703047e+000,0.00000000000000e+000
4.44056056056061e+003	2.58139896682761e+000,0.00000000000000e+000
4.44555555555560e+003	2.58225673928812e+000,0.00000000000000e+000
4.45055055055060e+003	2.58311241021671e+000,0.00000000000000e+000
4.45554554554559e+003	2.58396598540096e+000,0.00000000000000e+000
4.46054054054059e+003	2.58481747061128e+000,0.00000000000000e+000
4.46553553553558e+003	2.58566687160104e+000,0.00000000000000e+000
4.47053053053058e+003	2.58651419410652e+000,0.00000000000000e+000
4.47552552552557e+003	2.58735944384707e+000,0.00000000000000e+000
4.48052052052057e+003	2.58820262652502e+000,0.00000000000000e+000
4.48551551551556e+003	2.58904374782585e+000,0.00000000000000e+000
4.49051051051056e+003	2.58988281341815e+000,0.00000000000000e+000
4.49550550550555e+003	2.59071982895371e+000,0.00000000000000e+000
4.50050050050055e+003	2.59155480006754e+000,0.00000000000000e+000
4.50549549549554e+003	2.59238773237793e+000,0.00000000000000e+000
4.51049049049054e+003	2.59321863148648e+000,0.00000000000000e+000
4.51548548548553e+003	2.59404750297814e+000,0.00000000000000e+000
4.52048048048053e+003	2.59487435242129e+000,0.00000000000000e+000
4.52547547547552e+003	2.59569918536774e+000,0.00000000000000e+000
4.53047047047052e+003	2.59652200735282e+000,0.00000000000000e+000
4.53546546546551e+003	2.59734282389536e+000,0.00000000000000e+000
4.54046046046051e+003	2.59816164049780e+000,0.00000000000000e+000
4.54545545545550e+003	2.59897846264620e+000,0.00000000000000e+000
4.55045045045050e+003	2.59979329581028e+000,0.00000000000000e+000
4.55544544544549e+003	2.60060614544349e+000,0.00000000000000e+000
4.56044044044049e+003	2.60141701698302e+000,0.00000000000000e+000
4.56543543543548e+003	2.60222591584988e+000,0.00000000000000e+000
4.57043043043048e+003	2.60303284744892e+000,0.00000000000000e+000
4.57542542542547e+003	2.60383781716887e+000,0.00000000000000e+000
4.58042042042047e+003	2.60464083038239e+000,0.00000000000000e+000
4.58541541541546e+003	2.60544189244615e+000,0.00000000000000e+000
4.59041041041046e+003	2.60624100870080e+000,0.00000000000000e+000
4.59540540540545e+003	2.60703818447108e+000,0.00000000000000e+000
4.60040040040045e+003	2.60783342506583e+000,0.00000000000000e+000
4.60539539539544e+003	2.60862673577804e+000,0.00000000000000e+000
4.61039039039044e+003	2.60941812188490e+000,0.00000000000000e+000
4.61538538538543e+003	2.61020758864783e+000,0.00000000000000e+000
4.62038038038043e+003	2.61099514131253e+000,0.00000000000000e+000
4.62537537537542e+003	2.61178078510903e+000,0.00000000000000e+000
4.63037037037042e+003	2.61256452525175e+000,0.00000000000000e+000
4.63536536536541e+003	2.61334636693947e+000,0.00000000000000e+000
4.64036036036041e+003	2.61412631535548e+000,0.00000000000000e+000
4.64535535535540e+003	2.61490437566752e+000,0.00000000000000e+000
4.65035035035040e+003	2.61568055302791e+000,0.00000000000000e+000
4.65534534534539e+003	2.61645485257352e+000,0.00000000000000e+000
4.66034034034039e+003	2.61722727942588e+000,0.00000000000000e+000
4.66533533533538e+003	2.61799783869116e+000,0.00000000000000e+000
4.67033033033038e+003	2.61876653546026e+000,0.00000000000000e+000
4.67532532532537e+003	2.61953337480882e+000,0.00000000000000e+000
4.68032032032037e+003	2.62029836179730e+000,0.00000000000000e+000
4.68531531531536e+003	2.62106150147097e+000,0.00000000000000e+000
4.69031031031036e+003	2.62182279886001e+000,0.00000000000000e+000
4.69530530530535e+003	2.62258225897951e+000,0.00000000000000e+000
4.70030030030035e+003	2.62333988682955e+000,0.00000000000000e+000
4.70529529529534e+003	2.62409568739518e+000,0.00000000000000e+000
4.71029029029034e+003	2.62484966564653e+000,0.00000000000000e+000
4.71528528528533e+003	2.62560182653883e+000,0.00000000000000e+000
4.72028028028033e+003	2.62635217501242e+000,0.00000000000000e+000
4.72527527527532e+003	2.62710071599285e+000,0.00000000000000e+000
4.73027027027032e+003	2.62784745439088e+000,0.00000000000000e+000
4.73526526526532e+003	2.62859239510250e+000,0.00000000000000e+000
4.74026026026031e+003	2.62933554300907e+000,0.00000000000000e+000
4.74525525525531e+003	2.63007690297724e+000,0.00000000000000e+000
4.75025025025030e+003	2.63081647985907e+000,0.00000000000000e+000
4.75524524524530e+003	2.63155427849206e+000,0.00000000000000e+000
4.76024024024029e+003	2.63229030369916e+000,0.00000000000000e+000
4.76523523523529e+003	2.63302456028886e+000,0.00000000000000e+000
4.77023023023028e+003	2.63375705305518e+000,0.00000000000000e+000
4.77522522522528e+003	2.63448778677774e+000,0.00000000000000e+000
4.78022022022027e+003	2.63521676622183e+000,0.00000000000000e+000
4.78521521521527e+003	2.63594399613836e+000,0.00000000000000e+000
4.79021021021026e+003	2.63666948126402e+000,0.00000000000000e+000
4.79520520520526e+003	2.63739322632122e+000,0.00000000000000e+000
4.80020020020025e+003	2.63811523601820e+000,0.00000000000000e+000
4.80519519519525e+003	2.63883551504902e+000,0.00000000000000e+000
4.81019019019024e+003	2.63955406809364e+000,0.00000000000000e+000
4.81518518518524e+003	2.64027089981795e+000,0.00000000000000e+000
4.82018018018023e+003	2.64098601487379e+000,0.00000000000000e+000
4.82517517517523e+003	2.64169941789901e+000,0.00000000000000e+000
4.83017017017022e+003	2.64241111351752e+000,0.00000000000000e+000
4.83516516516522e+003	2.64312110633931e+000,0.00000000000000e+000
4.84016016016021e+003	2.64382940096049e+000,0.00000000000000e+000
4.84515515515521e+003	2.64453600196335e+000,0.00000000000000e+000
4.85015015015020e+003	2.64524091391638e+000,0.00000000000000e+000
4.85514514514520e+003	2.64594414137435e+000,0.00000000000000e+000
4.86014014014019e+003	2.64664568887828e+000,0.00000000000000e+000
4.86513513513519e+003	2.64734556095554e+000,0.00000000000000e+000
4.87013013013018e+003	2.64804376211985e+000,0.00000000000000e+000
4.87512512512518e+003	2.64874029687138e+000,0.00000000000000e+000
4.88012012012017e+003	2.64943516969671e+000,0.00000000000000e+000
4.88511511511517e+003	2.65012838506892e+000,0.00000000000000e+000
4.89011011011016e+003	2.65081994744764e+000,0.00000000000000e+000
4.89510510510516e+003	2.65150986127904e+000,0.00000000000000e+000
4.90010010010015e+003	2.65219813099591e+000,0.00000000000000e+000
4.90509509509515e+003	2.65288476101771e+000,0.00000000000000e+000
4.91009009009014e+003	2.65356975575053e+000,0.00000000000000e+000
4.91508508508514e+003	2.65425311958725e+000,0.00000000000000e+000
4.92008008008013e+003	2.65493485690749e+000,0.00000000000000e+000
4.92507507507513e+003	2.65561497207763e+000,0.00000000000000e+000
4.93007007007012e+003	2.65629346945099e+000,0.00000000000000e+000
4.93506506506512e+003	2.65697035336770e+000,0.00000000000000e+000
4.94006006006011e+003	2.65764562815482e+000,0.00000000000000e+000
4.94505505505511e+003	2.65831929812640e+000,0.00000000000000e+000
4.95005005005010e+003	2.65899136758346e+000,0.00000000000000e+000
4.95504504504510e+003	2.65966184081408e+000,0.00000000000000e+000
4.96004004004009e+003	2.66033072209339e+000,0.00000000000000e+000
4.96503503503509e+003	2.66099801568367e+000,0.00000000000000e+000
4.97003003003008e+003	2.66166372583432e+000,0.00000000000000e+000
4.97502502502508e+003	2.66232785678195e+000,0.00000000000000e+000
4.98002002002007e+003	2.66299041275042e+000,0.00000000000000e+000
4.98501501501507e+003	2.66365139795080e+000,0.00000000000000e+000
4.99001001001006e+003	2.66431081658152e+000,0.00000000000000e+000
4.99500500500506e+003	2.66496867282834e+000,0.00000000000000e+000
5.00000000000000e+003	2.66562497086437e+000,0.00000000000000e+000
